Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,N,pmRA,pmDE,Plx,dmode,dmode_01,dmode-01,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
ASCC_128,349.9490051269531,54.435001373291016,109.7699966430664,-6.078000068664551,0.5130000114440918,72,1.2359999418258667,0.1860000044107437,1.5089999437332153,650.2999877929688,610.5999755859375,695.5999755859375,-218.7,608.6,-68.9000015258789,8580.2998046875,[KPR2005] 128,349.949,54.435
ASCC_13,78.25499725341797,44.41699981689453,163.5019989013672,3.121999979019165,0.609000027179718,110,-0.4729999899864197,-1.7430000305175781,0.8980000019073486,1078.199951171875,973.2000122070312,1208.5,-1032.3,305.7,58.70000076293945,9377.2998046875,[KPR2005] 13,78.255,44.417
ASCC_16,81.197998046875,1.6549999713897705,201.13900756835938,-18.37299919128418,0.37599998712539673,226,1.3550000190734863,-0.014999999664723873,2.8380000591278076,348.79998779296875,337.0,361.3999938964844,-308.7,-119.4,-109.9000015258789,8649.599609375,[KPR2005] 16,81.198,1.655
ASCC_19,81.98200225830078,-1.9869999885559082,204.91400146484375,-19.437999725341797,0.6050000190734863,188,1.1519999504089355,-1.2339999675750732,2.7679998874664307,357.6000061035156,345.20001220703125,370.8999938964844,-305.8,-142.1,-119.0,8647.0,[KPR2005] 19,81.982,-1.987
ASCC_21,82.17900085449219,3.5269999504089355,199.93800354003906,-16.597999572753906,0.4099999964237213,131,1.4040000438690186,-0.6320000290870667,2.865999937057495,345.5,333.8999938964844,357.79998779296875,-311.2,-112.9,-98.69999694824219,8652.0,[KPR2005] 21,82.179,3.527
ASCC_23,95.0469970703125,46.709999084472656,167.4720001220703,14.416000366210938,0.3190000057220459,129,1.0980000495910645,-0.5979999899864197,1.593999981880188,616.2999877929688,580.5,656.7999877929688,-582.7,129.5,153.39999389648438,8923.599609375,[KPR2005] 23,95.047,46.71
ASCC_29,103.57099914550781,-1.6699999570846558,214.7429962158203,-0.12800000607967377,0.13699999451637268,54,-1.0080000162124634,-1.0190000534057617,0.9440000057220459,1027.199951171875,931.5999755859375,1144.800048828125,-844.1,-585.4,-2.299999952316284,9202.7001953125,[KPR2005] 29,103.571,-1.67
ASCC_30,104.27100372314453,-6.230000019073486,219.11900329589844,-1.5870000123977661,0.27000001072883606,59,-1.5950000286102295,-0.17100000381469727,0.8970000147819519,1080.4000244140625,975.0,1211.300048828125,-837.9,-681.4,-29.899999618530273,9203.099609375,[KPR2005] 30,104.271,-6.23
ASCC_32,105.71399688720703,-26.511999130249023,237.9759979248047,-9.432999610900879,0.656000018119812,259,-3.306999921798706,3.4769999980926514,1.2300000190734863,794.5999755859375,736.0999755859375,863.2000122070312,-415.7,-664.6,-130.1999969482422,8780.7998046875,[KPR2005] 32,105.714,-26.512
ASCC_41,116.67400360107422,0.13699999451637268,219.20599365234375,12.333000183105469,0.6790000200271606,127,0.6460000276565552,-3.990000009536743,3.3519999980926514,295.79998779296875,287.29998779296875,304.79998779296875,-223.9,-182.6,63.20000076293945,8565.7998046875,[KPR2005] 41,116.674,0.137
ASCC_58,153.65699768066406,-55.000999450683594,281.6709899902344,1.2630000114440918,0.5920000076293945,137,-13.276000022888184,2.7860000133514404,2.059999942779541,478.6000061035156,456.79998779296875,502.70001220703125,96.8,-468.6,10.5,8256.5,[KPR2005] 58,153.6571,-55.001
ASCC_6,26.84600067138672,57.72200012207031,130.36900329589844,-4.340000152587891,0.18799999356269836,133,-0.8379999995231628,0.210999995470047,0.6209999918937683,1537.5999755859375,1332.699951171875,1817.0,-993.1,1168.1,-116.4000015258789,9405.900390625,[KPR2005] 6,26.846,57.722
ASCC_66,168.36700439453125,-55.4370002746582,289.2799987792969,4.815999984741211,0.09700000286102295,22,-11.331000328063965,2.9690001010894775,0.9990000128746033,972.9000244140625,886.5999755859375,1077.800048828125,320.1,-915.1,81.69999694824219,8071.89990234375,[KPR2005] 66,168.3671,-55.437
ASCC_67,175.27999877929688,-61.01300048828125,294.5150146484375,0.7039999961853027,0.18299999833106995,46,-6.765999794006348,0.9190000295639038,0.4819999933242798,1958.699951171875,1637.9000244140625,2435.800048828125,812.7,-1782.0,24.100000381469727,7735.39990234375,[KPR2005] 67,175.2801,-61.013
ASCC_71,185.0330047607422,-67.50900268554688,299.9360046386719,-4.820000171661377,0.2549999952316284,93,-9.272000312805176,-1.3509999513626099,0.7860000133514404,1227.5999755859375,1093.4000244140625,1399.4000244140625,610.5,-1060.1,-103.19999694824219,7801.89990234375,[KPR2005] 71,185.0331,-67.509
ASCC_73,189.281005859375,-67.2030029296875,301.5419921875,-4.369999885559082,0.9879999756813049,68,-11.538999557495117,-2.944999933242798,1.5180000066757202,646.2999877929688,607.0999755859375,691.0,337.1,-549.2,-49.20000076293945,8021.7001953125,[KPR2005] 73,189.2811,-67.203
ASCC_77,212.69400024414062,-62.33100128173828,311.9989929199219,-0.8640000224113464,0.17900000512599945,150,-4.243000030517578,-3.2200000286102295,0.8420000076293945,1148.199951171875,1029.9000244140625,1297.0999755859375,768.2,-853.2,-17.299999237060547,7619.7001953125,[KPR2005] 77,212.694,-62.331
ASCC_79,229.7310028076172,-60.79800033569336,319.97698974609375,-2.9049999713897705,0.9800000190734863,129,-2.9140000343322754,-4.23199987411499,1.1759999990463257,829.7000122070312,766.0999755859375,904.7999877929688,634.6,-532.9,-42.0,7723.7998046875,[KPR2005] 79,229.731,-60.798
ASCC_85,251.85299682617188,-45.55500030517578,339.81500244140625,-0.2590000033378601,0.3569999933242798,119,0.17000000178813934,-4.1020002365112305,1.11899995803833,870.7000122070312,801.0,953.7000122070312,817.2,-300.4,-3.9000000953674316,7528.7998046875,[KPR2005] 85,251.853,-45.555
ASCC_87,255.6580047607422,-28.42099952697754,355.125,8.093000411987305,0.34700000286102295,51,-1.1799999475479126,-3.813999891281128,1.2699999809265137,769.7999877929688,714.7999877929688,834.0,759.4,-64.8,108.4000015258789,7580.89990234375,[KPR2005] 87,255.658,-28.421
ASCC_88,256.885986328125,-35.56399917602539,350.010009765625,2.9730000495910645,0.3720000088214874,144,0.9190000295639038,-3.2820000648498535,1.097000002861023,888.2999877929688,815.7999877929688,974.9000244140625,873.6,-153.9,46.099998474121094,7468.0,[KPR2005] 88,256.886,-35.564
ASCC_9,41.67100143432617,57.74300003051758,137.843994140625,-1.753000020980835,0.2150000035762787,88,0.16599999368190765,-1.0989999771118164,0.4059999883174896,2297.39990234375,1868.300048828125,2984.60009765625,-1702.3,1541.2,-70.30000305175781,10159.900390625,[KPR2005] 9,41.671,57.743
ASCC_90,264.7770080566406,-34.874000549316406,354.2239990234375,-1.9539999961853027,0.3880000114440918,69,-1.6299999952316284,-2.680999994277954,1.7130000591278076,574.0999755859375,542.7999877929688,609.0,570.8,-57.7,-19.600000381469727,7769.39990234375,[KPR2005] 90,264.777,-34.874
ASCC_97,279.26300048828125,-19.138999938964844,14.25,-5.552999973297119,0.14000000059604645,37,-2.3310000896453857,-6.507999897003174,1.7400000095367432,565.4000244140625,535.2000122070312,599.2999877929688,545.5,138.5,-54.70000076293945,7795.7998046875,[KPR2005] 97,279.263,-19.139
ASCC_99,282.1700134277344,-18.488000869750977,16.06999969482422,-7.7270002365112305,0.6430000066757202,71,5.188000202178955,-1.3109999895095825,3.367000102996826,294.3999938964844,286.0,303.3999938964844,280.4,80.8,-39.599998474121094,8060.0,[KPR2005] 99,282.17,-18.488
Alessi_1,13.343000411987305,49.5359992980957,123.25499725341797,-13.335000038146973,0.24899999797344208,48,6.535999774932861,-6.244999885559082,1.3899999856948853,704.7999877929688,658.4000244140625,758.2000122070312,-376.0,573.5,-162.5,8734.900390625,Cl Alessi1,13.343,49.536
Alessi_10,301.2330017089844,-10.555000305175781,31.597000122070312,-21.058000564575195,0.26600000262260437,73,1.468999981880188,-7.879000186920166,2.2330000400543213,442.0,423.29998779296875,462.5,351.4,216.1,-158.8000030517578,7991.60009765625,Cl Alessi10,301.233,-10.555
Alessi_12,310.875,23.871000289916992,67.48799896240234,-11.404999732971191,0.6819999814033508,313,4.302999973297119,-4.638999938964844,1.815999984741211,542.0,514.0999755859375,573.0,203.4,490.8,-107.19999694824219,8151.39990234375,Cl Alessi12,310.875,23.871
Alessi_13,51.762001037597656,-35.82099914550781,237.53199768066406,-55.941001892089844,1.3609999418258667,48,36.332000732421875,-4.709000110626221,9.583999633789062,104.0,103.0,105.0999984741211,-31.3,-49.2,-86.19999694824219,8371.400390625,Cl Alessi13,51.7618,-35.821
Alessi_15,100.76699829101562,1.6720000505447388,210.49000549316406,-1.0989999771118164,0.00800000037997961,17,-0.18199999630451202,0.4690000116825104,0.09300000220537186,8228.0,4513.7001953125,46418.8984375,-7088.9,-4174.0,-157.8000030517578,15983.5,Cl Alessi15,100.767,1.672
Alessi_17,113.85299682617188,-15.097999572753906,231.35899353027344,2.5850000381469727,0.02199999988079071,27,-1.5260000228881836,1.5570000410079956,0.2639999985694885,3418.800048828125,2547.0,5195.60009765625,-2132.7,-2667.6,154.1999969482422,10807.099609375,Cl Alessi17,113.853,-15.098
Alessi_18,114.29499816894531,-26.38599967956543,241.42100524902344,-2.555000066757202,0.01899999938905239,27,-1.2610000371932983,1.7899999618530273,0.12600000202655792,6456.7001953125,3923.60009765625,18193.30078125,-3085.6,-5664.4,-287.79998779296875,12752.7001953125,Cl Alessi18,114.295,-26.386
Alessi_19,274.7409973144531,12.310999870300293,40.40299987792969,12.710000038146973,0.5950000286102295,74,-1.0049999952316284,-7.072999954223633,1.7100000381469727,575.0,543.7000122070312,610.0,427.1,363.5,126.5,7921.2001953125,Cl Alessi19,274.741,12.311
Alessi_2,71.60199737548828,55.19900131225586,152.33299255371094,6.364999771118164,0.5540000200271606,177,-0.9039999842643738,-1.0460000038146973,1.5889999866485596,618.2000122070312,582.2000122070312,658.9000244140625,-544.1,285.3,68.5,8888.7001953125,Cl Alessi2,71.602,55.199
Alessi_20,2.5929999351501465,58.742000579833984,117.61499786376953,-3.7049999237060547,0.23499999940395355,124,8.194999694824219,-2.3410000801086426,2.311000108718872,427.29998779296875,409.79998779296875,446.3999938964844,-197.7,377.8,-27.600000381469727,8546.0,Cl Alessi20,2.5929,58.742
Alessi_21,107.69000244140625,-9.36299991607666,223.45700073242188,-0.014000000432133675,0.46700000762939453,137,-5.474999904632568,2.6019999980926514,1.7200000286102295,571.7999877929688,540.9000244140625,606.5,-415.1,-393.3,-0.10000000149011612,8763.900390625,Cl Alessi21,107.69,-9.363
Alessi_24,260.7640075683594,-62.69300079345703,328.9840087890625,-14.571999549865723,0.4659999907016754,163,-0.4880000054836273,-8.99899959564209,2.059000015258789,479.0,457.0,503.1000061035156,397.3,-238.9,-120.5,7946.2998046875,Cl Alessi24,260.764,-62.693
Alessi_3,109.2750015258789,-46.141998291015625,257.4490051269531,-15.064000129699707,1.5410000085830688,178,-9.875,11.958000183105469,3.565999984741211,278.1000061035156,270.6000061035156,286.1000061035156,-58.4,-262.2,-72.30000305175781,8402.5,Cl Alessi3,109.2751,-46.1421
Alessi_31,267.697998046875,-11.852999687194824,15.33899974822998,7.709000110626221,0.3310000002384186,185,-1.1640000343322754,-4.122000217437744,1.4769999980926514,663.9000244140625,622.5999755859375,711.0999755859375,634.4,174.0,89.0999984741211,7707.5,Cl Alessi31,267.698,-11.853
Alessi_37,341.96099853515625,46.34199905395508,101.73200225830078,-11.380000114440918,0.4230000078678131,142,0.35100001096725464,-1.569000005722046,1.3839999437332153,707.9000244140625,661.0999755859375,761.7999877929688,-141.1,679.5,-139.6999969482422,8508.2998046875,Cl Alessi37,341.961,46.342
Alessi_43,132.63099670410156,-41.737998962402344,262.5459899902344,1.5010000467300415,0.28999999165534973,318,-5.546000003814697,3.86899995803833,1.031999945640564,942.7999877929688,861.5,1040.9000244140625,-122.3,-934.5,24.700000762939453,8513.7001953125,Cl Alessi43,132.631,-41.738
Alessi_44,295.32501220703125,1.5920000076293945,40.12099838256836,-10.331999778747559,1.2960000038146973,220,0.46299999952316284,-2.325000047683716,1.496000051498413,655.5999755859375,615.2000122070312,701.5,493.2,415.6,-117.5999984741211,7857.7998046875,Cl Alessi44,295.325,1.592
Alessi_5,160.81900024414062,-61.08100128173828,288.0580139160156,-1.965999960899353,0.5419999957084656,302,-15.41100025177002,2.503000020980835,2.500999927520752,395.29998779296875,380.29998779296875,411.6000061035156,122.5,-375.6,-13.600000381469727,8226.099609375,Cl Alessi5,160.8191,-61.081
Alessi_53,97.35199737548828,9.180000305175781,202.25900268554688,-0.6639999747276306,0.02199999988079071,39,0.4309999942779541,-0.20100000500679016,0.1979999989271164,4406.0,3056.800048828125,7854.7998046875,-4077.4,-1668.9,-51.0,12529.099609375,Cl Alessi53,97.352,9.18
Alessi_59,103.0780029296875,2.196000099182129,211.07699584960938,1.1950000524520874,0.006000000052154064,17,-0.5400000214576721,0.28299999237060547,0.22699999809265137,3903.699951171875,2807.89990234375,6404.39990234375,-3342.7,-2014.6,81.4000015258789,11855.099609375,Cl Alessi59,103.078,2.196
Alessi_6,220.05799865722656,-66.12699890136719,313.64300537109375,-5.544000148773193,0.2939999997615814,176,-10.472000122070312,-5.559000015258789,1.100000023841858,885.5,813.4000244140625,971.5,608.3,-637.8,-85.5,7758.0,Cl Alessi6,220.0581,-66.127
Alessi_60,105.61900329589844,-1.1200000047683716,215.18800354003906,1.944000005722046,0.04800000041723251,80,-0.8299999833106995,-0.652999997138977,0.335999995470047,2737.0,2148.89990234375,3768.199951171875,-2235.6,-1576.3,92.9000015258789,10692.400390625,Cl Alessi60,105.619,-1.12
Alessi_62,284.0260009765625,21.597000122070312,52.816001892089844,8.6850004196167,0.25600001215934753,145,0.24500000476837158,-1.0740000009536743,1.590999960899353,617.2999877929688,581.5,658.0,368.8,486.2,93.19999694824219,7986.0,Cl Alessi62,284.026,21.597
Alessi_8,232.4080047607422,-51.22700119018555,326.5010070800781,4.258999824523926,0.2240000069141388,55,-5.89900016784668,-5.729000091552734,1.4789999723434448,663.0999755859375,621.7999877929688,710.2000122070312,551.4,-365.0,49.20000076293945,7797.10009765625,Cl Alessi8,232.408,-51.227
Alessi_9,265.9739990234375,-47.02799987792969,344.2690124511719,-9.057999610900879,1.7300000190734863,194,9.916000366210938,-9.156999588012695,4.822000026702881,206.10000610351562,202.0,210.5,195.9,-55.2,-32.400001525878906,8144.2998046875,Cl Alessi9,265.9739,-47.028
Alessi_Teutsch_11,304.12701416015625,52.05099868774414,87.43499755859375,9.267999649047852,0.25699999928474426,119,-0.13899999856948853,-1.2949999570846558,1.5199999809265137,645.7000122070312,606.5999755859375,690.2999877929688,28.5,636.7,104.0,8335.7998046875,NAME Alessi Teutsch 11,304.127,52.051
Alessi_Teutsch_12,255.42100524902344,-58.98099899291992,330.635009765625,-10.336999893188477,0.48899999260902405,44,-2.134000062942505,-8.95199966430664,1.6319999694824219,602.2000122070312,568.0,640.7999877929688,516.3,-290.5,-108.0999984741211,7829.10009765625,NAME Alessi-Teutsch 12,255.421,-58.981
Alessi_Teutsch_3,118.22799682617188,-53.02199935913086,266.4259948730469,-12.848999977111816,0.4909999966621399,95,-5.377999782562256,8.925999641418457,1.4170000553131104,691.5999755859375,646.9000244140625,743.0,-42.0,-673.0,-153.8000030517578,8409.0,NAME Alessi Teutsch 3,118.228,-53.022
Alessi_Teutsch_5,332.2179870605469,61.10300064086914,104.53600311279297,4.178999900817871,0.4269999861717224,158,-1.8949999809265137,-3.2070000171661377,1.1109999418258667,876.7999877929688,806.0999755859375,961.0,-219.5,846.5,63.900001525878906,8601.2001953125,NAME Alessi-Teutsch 5,332.218,61.103
Alessi_Teutsch_8,180.6490020751953,-60.935001373291016,297.0329895019531,1.3760000467300415,0.2980000078678131,341,-6.625,1.6299999952316284,0.9670000076293945,1004.0,912.4000244140625,1116.0,456.2,-894.0,24.100000381469727,7934.2998046875,NAME Alessi Teutsch 8,180.6491,-60.935
Andrews_Lindsay_5,281.0790100097656,-4.931000232696533,27.732999801635742,-0.6669999957084656,0.023000000044703484,96,-0.9010000228881836,-3.562000036239624,0.13699999451637268,6014.60009765625,3755.300048828125,15122.099609375,5323.3,2798.7,-70.0,4115.0,[AL67] Cl* 5,281.079,-4.931
Antalova_2,262.4620056152344,-32.54100036621094,355.1409912109375,0.9290000200271606,0.09700000286102295,35,2.0369999408721924,-1.649999976158142,0.8420000076293945,1148.4000244140625,1029.9000244140625,1297.300048828125,1144.1,-97.3,18.600000381469727,7196.5,Cl Antalova 2,262.462,-32.541
Archinal_1,283.7090148925781,5.550000190734863,38.25899887084961,1.774999976158142,0.03999999910593033,67,-0.22499999403953552,-1.5779999494552612,0.5260000228881836,1802.0999755859375,1527.0,2198.199951171875,1414.4,1115.4,55.79999923706055,7014.89990234375,NAME Archinal 1,283.709,5.55
Arp_Madore_2,114.68299865722656,-33.845001220703125,248.1230010986328,-5.883999824523926,0.026000000536441803,33,-0.5130000114440918,1.225000023841858,0.039000000804662704,14624.599609375,5938.5,,-5420.6,-13499.9,-1499.0999755859375,19277.0,Cl AM 2,114.683,-33.845
Auner_1,106.05999755859375,-19.74799919128418,231.99200439453125,-6.159999847412109,0.026000000536441803,51,-0.2800000011920929,1.0149999856948853,0.09300000220537186,8184.7001953125,4496.7998046875,,-5010.8,-6411.7,-878.2000122070312,14810.599609375,Cl Auner 1,106.06,-19.748
Aveni_Hunter_1,354.17498779296875,48.20500183105469,110.28399658203125,-12.822999954223633,0.4959999918937683,82,-0.18400000035762787,-2.0869998931884766,2.3480000495910645,420.6000061035156,403.70001220703125,439.1000061035156,-142.2,384.7,-93.4000015258789,8490.900390625,Cl Aveni Hunter 1,354.175,48.205
BDSB30,333.6669921875,61.43299865722656,105.2979965209961,4.050000190734863,0.024000000208616257,33,-1.5789999961853027,-3.005000114440918,1.1089999675750732,878.5,807.5999755859375,963.2000122070312,-231.2,845.3,62.099998474121094,8612.7998046875,[BDS2003] 30,333.667,61.433
BDSB91,96.31900024414062,-10.550999641418457,219.46800231933594,-10.553999900817871,0.035999998450279236,32,-3.183000087738037,1.149999976158142,1.0329999923706055,941.9000244140625,860.7999877929688,1039.9000244140625,-714.8,-588.6,-172.5,9073.900390625,[BDS2003] 91,96.319,-10.551
BDSB93,104.2969970703125,-8.20199966430664,220.88800048828125,-2.4619998931884766,0.035999998450279236,33,-2.4100000858306885,1.0210000276565552,0.7699999809265137,1250.800048828125,1111.699951171875,1429.699951171875,-944.7,-818.0,-53.70000076293945,9320.7001953125,[BDS2003] 93,104.297,-8.202
BDSB96,106.33200073242188,-12.32699966430664,225.4770050048828,-2.561000108718872,0.04500000178813934,79,-3.8429999351501465,1.0709999799728394,0.843999981880188,1145.0,1027.300048828125,1293.199951171875,-802.1,-815.5,-51.20000076293945,9178.400390625,[BDS2003] 96,106.332,-12.327
BH_111,167.32000732421875,-63.83399963378906,291.95599365234375,-3.1610000133514404,0.028999999165534973,29,-8.175999641418457,2.940999984741211,0.33899998664855957,2714.800048828125,2135.0,3727.10009765625,1013.5,-2514.1,-149.6999969482422,7745.89990234375,Cl VDBH 111,167.3201,-63.834
BH_118,170.76499938964844,-58.54899978637695,291.60400390625,2.365999937057495,0.023000000044703484,68,-4.406000137329102,1.4500000476837158,0.06499999761581421,10650.2001953125,5157.5,,3917.9,-9893.6,439.6000061035156,10836.7998046875,Cl VDBH 118,170.765,-58.549
BH_121,174.66099548339844,-63.387001037597656,294.885986328125,-1.6579999923706055,0.15399999916553497,223,-6.0,0.6299999952316284,0.3869999945163727,2405.0,1938.0999755859375,3165.60009765625,1011.7,-2180.8,-69.5999984741211,7645.89990234375,Cl VDBH 121,174.6611,-63.387
BH_132,186.72000122070312,-64.05799865722656,300.25,-1.315000057220459,0.04600000008940697,65,-6.21999979019165,-0.1770000010728836,0.3619999885559082,2557.800048828125,2037.300048828125,3437.89990234375,1288.2,-2209.0,-58.70000076293945,7389.7001953125,Cl VDBH 132,186.7201,-64.058
BH_144,198.80799865722656,-65.91999816894531,305.3590087890625,-3.1610000133514404,0.024000000208616257,82,-5.111000061035156,-0.375,0.04500000178813934,13493.2998046875,5743.7998046875,,7796.7,-10987.6,-744.0,11001.099609375,Cl VDBH 144,198.8081,-65.92
BH_150,204.50599670410156,-63.34600067138672,308.12799072265625,-0.9459999799728394,0.02500000037252903,55,-6.394999980926514,-1.534000039100647,0.17800000309944153,4837.7001953125,3260.300048828125,9372.5,2986.5,-3805.0,-79.80000305175781,6567.89990234375,Cl VDBH 150,204.5061,-63.346
BH_151,205.05099487304688,-61.73099899291992,308.6719970703125,0.5960000157356262,0.00800000037997961,36,-5.853000164031982,-1.878000020980835,0.17599999904632568,4881.2001953125,3279.0,9531.599609375,3050.0,-3810.7,50.79999923706055,6519.7001953125,Cl VDBH 151,205.0511,-61.731
BH_164,222.31100463867188,-66.46499633789062,314.322998046875,-6.235000133514404,0.6389999985694885,209,-7.368000030517578,-10.71399974822998,2.364000082015991,417.8999938964844,401.1000061035156,436.1000061035156,290.3,-297.2,-45.400001525878906,8055.2001953125,Cl VDBH 164,222.3111,-66.465
BH_19,121.76799774169922,-32.35499954223633,249.88099670410156,-0.02199999988079071,0.02500000037252903,53,-2.8970000743865967,3.546999931335449,0.1899999976158142,4563.60009765625,3134.60009765625,8396.400390625,-1569.7,-4285.2,-1.7999999523162842,10796.5,Cl VDBH 19,121.768,-32.355
BH_200,252.48399353027344,-44.18199920654297,341.15301513671875,0.28299999237060547,0.05400000140070915,113,-0.02500000037252903,-1.1319999694824219,0.4059999883174896,2296.0,1867.300048828125,2980.0,2172.8,-741.7,11.300000190734863,6211.60009765625,Cl VDBH 200,252.484,-44.182
BH_202,253.7790069580078,-40.946998596191406,344.2590026855469,1.5980000495910645,0.06400000303983688,148,-1.86899995803833,-3.802000045776367,0.5509999990463257,1724.699951171875,1471.199951171875,2083.89990234375,1659.4,-467.7,48.099998474121094,6696.89990234375,Cl VDBH 202,253.779,-40.947
BH_205,254.05299377441406,-40.63600158691406,344.6319885253906,1.6319999694824219,0.09700000286102295,96,-0.15000000596046448,-1.0829999446868896,0.5690000057220459,1672.9000244140625,1432.9000244140625,2008.4000244140625,1612.4,-443.2,47.599998474121094,6742.10009765625,Cl VDBH 205,254.053,-40.636
BH_211,255.53500366210938,-41.112998962402344,344.95001220703125,0.4560000002384186,0.0820000022649765,110,-0.6710000038146973,-1.9429999589920044,0.5239999890327454,1808.5999755859375,1531.5,2206.699951171875,1746.5,-469.6,14.399999618530273,6610.2001953125,Cl VDBH 211,255.535,-41.113
BH_217,259.0710144042969,-40.814998626708984,346.781005859375,-1.5099999904632568,0.039000000804662704,129,-0.6610000133514404,-1.8259999752044678,0.3100000023841858,2952.800048828125,2278.5,4186.89990234375,2873.5,-675.0,-77.80000305175781,5508.0,Cl VDBH 217,259.071,-40.815
BH_221,259.6409912109375,-32.33399963378906,353.97198486328125,3.0139999389648438,0.15199999511241913,162,2.0,-1.5679999589920044,0.8840000033378601,1095.5,987.2999877929688,1230.300048828125,1087.9,-114.9,57.599998474121094,7253.0,Cl VDBH 221,259.641,-32.334
BH_222,259.6940002441406,-38.28900146484375,349.1210021972656,-0.4429999887943268,0.019999999552965164,129,-2.0910000801086426,-3.191999912261963,0.11400000005960464,6976.5,4114.2998046875,23151.69921875,6850.9,-1316.6,-54.0,1987.699951171875,Cl VDBH 222,259.694,-38.289
BH_23,123.4489974975586,-36.32899856567383,253.968994140625,-1.0299999713897705,0.3720000088214874,94,-7.10099983215332,7.349999904632568,2.256999969482422,437.5,419.20001220703125,457.6000061035156,-120.8,-420.4,-7.900000095367432,8471.2998046875,Cl VDBH 23,123.449,-36.329
